Supplier_ID,Supplier_Name,Country,Region,Product_Category,Manufacturing_Type,Supply_Volume,Defect_Rate,Lead_Time_Days,Cost_per_Unit,Risk_Score,Sustainability_Score,Quarter,Year
S00726,BOE,USA,North America,AirPods,Display,34402,0.31,7,117.85,54,63,Q2,2023
S00727,Delta Electronics,USA,North America,iPhone,Logistics,23335,3.08,59,191.09,60,60,Q1,2025
S00728,Delta Electronics,Taiwan,APAC,MacBook,Battery,28769,1.81,36,14.1,2,98,Q2,2026
S00729,Murata,Taiwan,APAC,AirPods,Assembly,49008,0.13,38,388.68,79,97,Q2,2026
S00730,NXP,Japan,APAC,MacBook,Assembly,49536,2.95,13,296.02,45,88,Q1,2024
S00731,Intel,Taiwan,APAC,AirPods,Semiconductor,12577,3.82,39,338.87,64,93,Q3,2026
S00732,Delta Electronics,South Korea,APAC,AirPods,Semiconductor,20996,1.99,32,105.54,92,55,Q3,2025
S00733,AAC Technologies,China,APAC,iPhone,Logistics,36740,0.88,20,381.77,3,70,Q1,2024
S00734,Corning,Malaysia,APAC,Apple Watch,Assembly,16935,3.89,46,293.62,86,91,Q4,2026
S00735,Delta Electronics,Taiwan,APAC,AirPods,Assembly,20275,2.42,17,359.26,16,57,Q1,2026
S00736,NXP,Japan,APAC,AirPods,Assembly,17999,1.64,44,303.89,2,79,Q4,2024
S00737,Foxconn,Malaysia,APAC,iPad,Battery,11973,4.55,48,375.42,80,66,Q1,2025
S00738,Delta Electronics,Vietnam,APAC,iPhone,Semiconductor,19945,0.75,55,412.7,18,81,Q1,2026
S00739,Foxconn,China,APAC,Apple Watch,Logistics,47448,1.43,42,271.29,67,87,Q1,2024
S00740,Texas Instruments,USA,North America,iPhone,Assembly,13226,3.22,5,269.07,96,77,Q1,2026
S00741,LG Innotek,China,APAC,AirPods,Semiconductor,45948,3.5,17,330.81,7,71,Q4,2025
S00742,TSMC,China,APAC,iPhone,Display,49564,4.09,8,236.15,70,73,Q2,2024
S00743,BOE,Japan,APAC,AirPods,Camera,26939,3.89,24,190.49,28,57,Q4,2024
S00744,TSMC,USA,North America,MacBook,Camera,26344,2.37,26,26.5,21,81,Q2,2023
S00745,Pegatron,South Korea,APAC,iPhone,Assembly,17034,4.14,50,336.76,6,74,Q3,2023
S00746,TSMC,Taiwan,APAC,MacBook,Semiconductor,3103,1.09,44,370.75,71,89,Q4,2023
S00747,Samsung Display,China,APAC,Apple Watch,Battery,37940,4.14,6,376.52,97,87,Q4,2023
S00748,NXP,Japan,APAC,iPad,Battery,36503,4.15,16,170.05,31,76,Q4,2026
S00749,Luxshare,Malaysia,APAC,iPhone,Battery,40391,3.4,7,498.84,35,80,Q2,2024
S00750,Murata,Japan,APAC,iPad,Camera,29302,1.59,17,73.74,75,70,Q1,2023
S00751,Goertek,India,APAC,AirPods,Battery,5594,2.09,34,163.26,48,84,Q4,2026
S00752,Qualcomm,Japan,APAC,Apple Watch,Semiconductor,48701,0.17,18,459.14,49,81,Q2,2025
S00753,LG Innotek,Malaysia,APAC,iPad,Logistics,49483,0.29,19,260.7,58,84,Q2,2025
S00754,Texas Instruments,India,APAC,AirPods,Semiconductor,47287,2.13,14,201.39,68,78,Q2,2024
S00755,Murata,China,APAC,MacBook,Battery,5478,3.69,6,356.62,43,74,Q2,2025
S00756,Wistron,India,APAC,MacBook,Logistics,39163,2.89,27,464.81,98,77,Q2,2023
S00757,Goertek,Taiwan,APAC,AirPods,Logistics,4262,1.14,55,227.1,50,53,Q3,2025
S00758,Corning,Malaysia,APAC,Accessories,Logistics,31453,4.04,24,470.57,14,60,Q3,2024
S00759,BOE,Taiwan,APAC,AirPods,Semiconductor,29554,4.18,31,341.99,82,72,Q1,2023
S00760,TSMC,India,APAC,MacBook,Camera,26515,2.55,45,325.69,89,90,Q4,2024
S00761,BOE,India,APAC,Accessories,Semiconductor,30877,1.45,23,376.42,71,53,Q4,2026
S00762,Delta Electronics,Vietnam,APAC,iPhone,Semiconductor,40104,0.98,16,30.75,47,66,Q4,2023
S00763,Pegatron,Vietnam,APAC,iPhone,Battery,46148,4.75,54,19.38,33,92,Q3,2024
S00764,Broadcom,Vietnam,APAC,iPhone,Battery,22259,2.33,24,480.85,3,77,Q3,2024
S00765,NXP,Japan,APAC,MacBook,Assembly,4255,4.77,17,85.31,37,98,Q4,2025
S00766,LG Innotek,Vietnam,APAC,iPhone,Camera,20173,3.25,58,295.76,72,93,Q3,2023
S00767,BOE,South Korea,APAC,iPhone,Semiconductor,23439,3.01,24,25.55,40,75,Q2,2024
S00768,Jabil,China,APAC,iPhone,Assembly,6021,4.59,24,441.68,16,95,Q2,2026
S00769,AAC Technologies,India,APAC,iPad,Camera,14117,3.02,20,432.87,56,97,Q1,2025
S00770,BOE,Taiwan,APAC,MacBook,Display,41150,1.5,13,498.65,84,86,Q2,2025
S00771,Qualcomm,Japan,APAC,iPad,Camera,17848,3.15,59,313.31,79,80,Q2,2023
S00772,Qualcomm,Taiwan,APAC,iPhone,Display,10076,0.41,24,180.28,53,61,Q4,2025
S00773,Jabil,Vietnam,APAC,Apple Watch,Display,14232,3.38,46,469.6,19,95,Q4,2026
S00774,Foxconn,India,APAC,iPhone,Display,35314,3.97,11,113.29,34,69,Q3,2026
S00775,Goertek,Malaysia,APAC,AirPods,Battery,5145,1.42,14,46.66,15,86,Q2,2026
S00776,Corning,Japan,APAC,Accessories,Camera,20539,4.87,44,66.07,56,72,Q1,2025
S00777,Goertek,Vietnam,APAC,AirPods,Logistics,25685,3.19,33,123.93,60,59,Q2,2023
S00778,NXP,Japan,APAC,MacBook,Logistics,37902,1.89,40,340.26,96,85,Q3,2023
S00779,Luxshare,Malaysia,APAC,iPad,Display,45825,4.06,35,390.63,38,73,Q1,2025
S00780,NXP,Malaysia,APAC,Accessories,Semiconductor,13158,1.43,26,247.42,11,77,Q1,2024
S00781,Delta Electronics,China,APAC,AirPods,Semiconductor,4373,4.04,9,244.46,10,89,Q1,2023
S00782,Murata,India,APAC,iPad,Display,20583,0.81,39,11.54,60,72,Q2,2024
S00783,Intel,Taiwan,APAC,iPhone,Logistics,20520,2.35,35,203.9,55,91,Q2,2025
S00784,AAC Technologies,Vietnam,APAC,Apple Watch,Camera,42185,2.35,17,180.06,18,61,Q4,2025
S00785,Texas Instruments,China,APAC,iPhone,Assembly,46991,3.35,46,163.8,63,88,Q3,2026
S00786,Pegatron,China,APAC,Accessories,Semiconductor,41460,4.95,13,470.81,90,76,Q3,2025
S00787,Foxconn,Malaysia,APAC,Accessories,Display,40892,2.5,20,331.47,76,93,Q4,2026
S00788,Samsung Display,Vietnam,APAC,Accessories,Logistics,18618,3.32,39,401.86,16,88,Q1,2023
S00789,Foxconn,Vietnam,APAC,Apple Watch,Camera,45739,2.14,36,71.74,13,94,Q4,2023
S00790,Delta Electronics,China,APAC,Accessories,Camera,3032,0.96,23,370.76,60,75,Q1,2024
S00791,Goertek,Malaysia,APAC,Apple Watch,Display,34037,3.26,8,485.42,72,74,Q4,2023
S00792,Pegatron,USA,North America,MacBook,Semiconductor,44852,3.34,42,74.51,92,79,Q1,2024
S00793,Corning,South Korea,APAC,MacBook,Display,24963,2.5,58,414.6,22,81,Q1,2025
S00794,Delta Electronics,India,APAC,MacBook,Display,7855,2.84,10,193.53,99,59,Q2,2023
S00795,Samsung Display,Vietnam,APAC,iPhone,Semiconductor,21866,4.48,16,282.82,31,78,Q3,2024
S00796,Texas Instruments,Malaysia,APAC,Apple Watch,Display,13100,0.96,29,22.37,31,70,Q4,2025
S00797,Broadcom,USA,North America,MacBook,Display,12001,2.66,26,378.32,45,91,Q1,2024
S00798,Jabil,Taiwan,APAC,iPhone,Semiconductor,33369,0.36,56,377.63,54,85,Q1,2024
S00799,Samsung Display,Vietnam,APAC,Accessories,Camera,46536,2.82,17,55.95,58,57,Q4,2025
S00800,Qualcomm,Japan,APAC,iPad,Logistics,39897,4.75,27,152.82,8,75,Q2,2026
S00801,Qualcomm,South Korea,APAC,iPhone,Camera,2134,4.55,43,13.15,28,74,Q4,2024
S00802,Foxconn,India,APAC,Accessories,Battery,19108,0.86,6,382.61,17,79,Q1,2026
S00803,Goertek,India,APAC,AirPods,Logistics,1870,4.68,54,204.95,94,67,Q1,2023
S00804,Texas Instruments,Japan,APAC,iPhone,Semiconductor,36596,3.4,34,110.18,55,66,Q4,2024
S00805,Jabil,India,APAC,iPad,Logistics,28559,1.21,19,456.2,74,93,Q1,2023
S00806,Broadcom,Malaysia,APAC,iPhone,Assembly,40390,0.7,56,146.45,57,58,Q2,2024
S00807,Sony,Japan,APAC,AirPods,Display,35485,4.98,48,22.24,98,65,Q3,2023
S00808,NXP,China,APAC,iPhone,Battery,26864,1.75,16,365.05,78,57,Q1,2024
S00809,Jabil,South Korea,APAC,Accessories,Assembly,19074,0.95,5,309.28,42,60,Q4,2025
S00810,Texas Instruments,China,APAC,AirPods,Semiconductor,48966,3.89,36,282.66,85,70,Q1,2024
S00811,Goertek,Japan,APAC,iPhone,Display,29054,4.64,26,42.42,37,94,Q1,2024
S00812,Wistron,South Korea,APAC,iPhone,Assembly,1191,2.21,12,389.87,99,60,Q3,2023
S00813,Texas Instruments,China,APAC,iPad,Camera,24383,0.25,55,153.95,83,88,Q2,2026
S00814,Intel,South Korea,APAC,MacBook,Camera,38531,3.03,10,342.46,28,51,Q3,2024
S00815,Sony,South Korea,APAC,iPhone,Display,10765,4.74,55,258.1,86,75,Q3,2026
S00816,Pegatron,Japan,APAC,MacBook,Assembly,12939,4.82,56,342.28,81,90,Q3,2024
S00817,Qualcomm,India,APAC,AirPods,Camera,35019,3.15,50,399.3,99,95,Q1,2023
S00818,Delta Electronics,South Korea,APAC,Accessories,Battery,25423,1.63,32,137.91,82,97,Q1,2025
S00819,TSMC,Malaysia,APAC,Apple Watch,Assembly,33551,2.75,16,101.01,80,99,Q3,2026
S00820,BOE,USA,North America,Apple Watch,Display,49003,1.07,31,55.26,16,61,Q4,2026
S00821,Samsung Display,India,APAC,MacBook,Display,4358,0.84,18,229.9,34,52,Q2,2023
S00822,Delta Electronics,Vietnam,APAC,Apple Watch,Assembly,2273,0.12,58,334.34,26,69,Q2,2025
S00823,Sony,China,APAC,Apple Watch,Camera,33703,1.44,23,453.14,5,52,Q4,2026
S00824,Broadcom,USA,North America,Accessories,Camera,20738,0.37,19,236.57,53,93,Q3,2026
S00825,LG Innotek,China,APAC,AirPods,Camera,16641,3.61,27,443.45,84,61,Q1,2024
S00826,Delta Electronics,Japan,APAC,Accessories,Logistics,47550,1.55,52,348.62,1,74,Q4,2025
S00827,Jabil,Japan,APAC,Apple Watch,Battery,27177,1.0,25,220.68,49,71,Q1,2025
S00828,NXP,Japan,APAC,iPad,Assembly,14780,3.7,37,67.29,15,95,Q3,2024
S00829,Murata,China,APAC,Apple Watch,Logistics,26901,3.2,28,67.13,5,55,Q2,2023
S00830,Texas Instruments,South Korea,APAC,MacBook,Display,36440,0.32,48,369.17,68,76,Q3,2024
S00831,Delta Electronics,Japan,APAC,Apple Watch,Assembly,26105,0.62,39,287.64,23,52,Q1,2025
S00832,NXP,India,APAC,iPhone,Semiconductor,11377,1.7,53,50.54,75,54,Q2,2025
S00833,Wistron,Taiwan,APAC,iPhone,Display,35484,2.37,49,296.69,69,58,Q1,2025
S00834,TSMC,China,APAC,Apple Watch,Logistics,31266,3.01,5,352.86,51,79,Q2,2024
S00835,Broadcom,India,APAC,iPad,Semiconductor,6898,2.71,16,437.82,77,57,Q2,2024
S00836,Jabil,Taiwan,APAC,iPad,Semiconductor,7078,2.85,58,217.54,94,58,Q2,2023
S00837,Qualcomm,Malaysia,APAC,MacBook,Camera,42574,4.85,25,127.63,34,80,Q3,2024
S00838,Qualcomm,Vietnam,APAC,iPhone,Assembly,2587,0.23,5,234.39,40,86,Q3,2023
S00839,Murata,USA,North America,iPhone,Logistics,11350,2.91,46,186.01,21,64,Q2,2026
S00840,Broadcom,Taiwan,APAC,Accessories,Assembly,10424,0.47,39,181.9,8,96,Q2,2023
S00841,BOE,South Korea,APAC,MacBook,Display,38392,2.83,17,51.5,81,97,Q3,2024
S00842,Broadcom,Vietnam,APAC,iPhone,Camera,1589,4.57,39,118.41,72,64,Q2,2023
S00843,Qualcomm,India,APAC,Apple Watch,Display,10968,1.45,39,18.21,69,71,Q4,2024
S00844,TSMC,China,APAC,Apple Watch,Semiconductor,1406,2.7,30,469.18,90,69,Q3,2023
S00845,TSMC,Taiwan,APAC,Apple Watch,Battery,5485,0.89,54,485.86,17,63,Q4,2026
S00846,Goertek,Vietnam,APAC,MacBook,Display,15719,1.27,19,310.27,35,66,Q3,2024
S00847,Texas Instruments,Malaysia,APAC,MacBook,Battery,27514,1.23,39,207.57,48,93,Q1,2025
S00848,Luxshare,China,APAC,Apple Watch,Assembly,19279,1.67,21,450.64,50,50,Q4,2023
S00849,BOE,USA,North America,iPhone,Display,36170,1.84,17,270.51,14,86,Q3,2023
S00850,Luxshare,South Korea,APAC,Apple Watch,Camera,40791,1.16,8,282.6,80,77,Q2,2024
S00851,NXP,China,APAC,Apple Watch,Battery,31607,0.31,49,117.84,96,94,Q2,2025
S00852,Murata,China,APAC,Accessories,Camera,6313,2.83,58,165.67,15,92,Q3,2026
S00853,Corning,South Korea,APAC,AirPods,Camera,15536,1.63,6,444.23,57,65,Q1,2024
S00854,TSMC,South Korea,APAC,iPad,Assembly,20229,3.79,22,31.1,93,88,Q4,2024
S00855,Samsung Display,China,APAC,MacBook,Camera,24099,2.28,49,332.45,94,55,Q4,2023
S00856,Jabil,India,APAC,MacBook,Logistics,2657,1.26,48,195.73,23,55,Q2,2025
S00857,AAC Technologies,Japan,APAC,iPad,Assembly,42247,2.23,19,247.17,96,58,Q2,2026
S00858,Texas Instruments,Malaysia,APAC,iPhone,Display,10417,2.91,52,443.33,63,52,Q2,2023
S00859,Sony,USA,North America,Apple Watch,Battery,4722,3.59,36,483.22,68,66,Q2,2024
S00860,Qualcomm,China,APAC,Accessories,Logistics,34576,1.13,36,338.84,70,84,Q3,2025
S00861,BOE,Vietnam,APAC,AirPods,Battery,41469,0.75,26,393.82,11,62,Q2,2025
S00862,Broadcom,Malaysia,APAC,Accessories,Display,28386,3.92,13,305.73,87,63,Q1,2025
S00863,Broadcom,Malaysia,APAC,iPad,Display,48216,1.59,13,98.78,83,96,Q1,2023
S00864,Corning,South Korea,APAC,Apple Watch,Assembly,14380,1.61,27,214.42,28,83,Q4,2023
S00865,Sony,Japan,APAC,AirPods,Battery,32980,2.87,51,381.07,78,91,Q3,2026
S00866,Broadcom,China,APAC,Apple Watch,Display,26592,3.48,34,59.12,41,74,Q2,2023
S00867,AAC Technologies,South Korea,APAC,AirPods,Semiconductor,26933,0.88,52,89.88,99,60,Q1,2026
S00868,AAC Technologies,Japan,APAC,MacBook,Camera,47602,4.17,26,487.6,81,51,Q2,2026
S00869,LG Innotek,Malaysia,APAC,Apple Watch,Display,48947,0.28,22,34.81,75,65,Q4,2026
S00870,Foxconn,India,APAC,Accessories,Logistics,25816,0.15,39,24.04,90,65,Q2,2023
S00871,Texas Instruments,India,APAC,MacBook,Camera,48365,3.93,47,160.15,48,91,Q2,2023
S00872,Jabil,USA,North America,Accessories,Assembly,17459,1.88,8,487.16,2,75,Q1,2026
S00873,Delta Electronics,South Korea,APAC,AirPods,Battery,5922,2.72,19,143.03,7,96,Q2,2024
S00874,Corning,India,APAC,MacBook,Battery,13205,1.05,16,211.14,43,66,Q2,2023
S00875,Wistron,Malaysia,APAC,Apple Watch,Logistics,47142,1.2,40,410.48,69,75,Q4,2025
S00876,Pegatron,China,APAC,AirPods,Semiconductor,38583,1.05,58,175.35,76,86,Q1,2023
S00877,Foxconn,Vietnam,APAC,iPhone,Display,29310,1.13,14,334.77,52,86,Q3,2023
S00878,AAC Technologies,Japan,APAC,Accessories,Battery,24324,1.74,40,349.96,52,68,Q4,2023
S00879,Intel,Japan,APAC,iPhone,Assembly,13748,2.9,41,382.48,29,69,Q1,2026
S00880,Qualcomm,Vietnam,APAC,iPad,Display,15616,1.41,40,209.78,96,65,Q3,2023
S00881,Sony,Japan,APAC,iPad,Battery,40876,4.15,34,202.04,87,83,Q2,2025
S00882,Jabil,Taiwan,APAC,iPhone,Battery,42789,4.88,40,444.18,52,96,Q1,2024
S00883,Sony,South Korea,APAC,Apple Watch,Display,1931,0.7,55,211.54,70,96,Q3,2024
S00884,AAC Technologies,Vietnam,APAC,Apple Watch,Battery,37174,4.15,13,277.34,50,67,Q4,2024
S00885,Qualcomm,Vietnam,APAC,MacBook,Logistics,29164,0.87,15,186.63,58,53,Q1,2026
S00886,TSMC,USA,North America,Apple Watch,Camera,45331,0.5,46,227.82,95,56,Q2,2024
S00887,NXP,Taiwan,APAC,iPad,Semiconductor,5675,4.89,34,182.38,35,70,Q4,2023
S00888,NXP,Malaysia,APAC,MacBook,Battery,36230,1.52,57,386.32,59,59,Q2,2024
S00889,Delta Electronics,China,APAC,iPad,Battery,36131,3.36,36,426.78,46,88,Q2,2026
S00890,Jabil,Taiwan,APAC,Apple Watch,Assembly,1244,2.21,28,413.4,85,53,Q4,2024
S00891,Foxconn,India,APAC,AirPods,Logistics,47489,2.67,16,29.67,97,60,Q2,2024
S00892,AAC Technologies,Taiwan,APAC,AirPods,Camera,18755,1.06,51,113.06,71,51,Q4,2025
S00893,Goertek,India,APAC,iPhone,Logistics,31313,4.34,48,39.89,75,89,Q1,2023
S00894,Goertek,India,APAC,iPad,Battery,42777,3.4,49,76.19,67,91,Q1,2026
S00895,Samsung Display,Japan,APAC,iPad,Assembly,20226,3.01,6,385.26,2,79,Q1,2026
S00896,Intel,Vietnam,APAC,iPhone,Logistics,14907,1.45,29,19.01,10,91,Q1,2023
S00897,Broadcom,Taiwan,APAC,Apple Watch,Camera,46863,1.69,45,329.6,47,86,Q2,2025
S00898,NXP,Japan,APAC,iPad,Camera,18653,0.74,26,69.78,27,90,Q1,2026
S00899,Texas Instruments,USA,North America,iPad,Semiconductor,30007,1.77,30,301.13,12,89,Q4,2026
S00900,Delta Electronics,Malaysia,APAC,MacBook,Semiconductor,22067,0.24,14,49.98,98,97,Q2,2025
S00901,Delta Electronics,Taiwan,APAC,iPad,Display,22267,2.47,6,218.94,36,73,Q4,2026
S00902,Samsung Display,South Korea,APAC,iPhone,Logistics,14210,3.2,18,204.96,15,61,Q3,2026
S00903,Intel,Vietnam,APAC,Apple Watch,Camera,28236,2.93,43,255.14,10,95,Q4,2025
S00904,Luxshare,Vietnam,APAC,iPhone,Display,12085,4.22,28,177.07,58,61,Q4,2026
S00905,Delta Electronics,India,APAC,MacBook,Assembly,30845,0.8,40,495.81,22,63,Q2,2024
S00906,Samsung Display,Japan,APAC,AirPods,Battery,44646,3.52,40,306.69,96,82,Q1,2023
S00907,Wistron,USA,North America,Accessories,Assembly,28564,3.43,22,294.79,23,81,Q3,2026
S00908,Broadcom,Japan,APAC,Accessories,Assembly,9044,1.43,9,334.3,78,88,Q1,2024
S00909,Foxconn,India,APAC,iPad,Display,35782,0.31,16,168.53,87,63,Q3,2023
S00910,LG Innotek,China,APAC,Apple Watch,Camera,19748,1.78,36,408.58,17,90,Q3,2025
S00911,Luxshare,Taiwan,APAC,MacBook,Camera,31005,4.6,38,165.95,27,72,Q1,2024
S00912,Intel,Vietnam,APAC,MacBook,Semiconductor,23394,1.56,47,10.02,31,84,Q2,2024
S00913,Goertek,South Korea,APAC,MacBook,Logistics,21955,1.35,58,55.13,32,89,Q3,2024
S00914,Intel,Vietnam,APAC,MacBook,Camera,45940,4.79,39,450.41,29,55,Q1,2026
S00915,Pegatron,China,APAC,Accessories,Display,10726,2.79,26,336.47,69,76,Q3,2023
S00916,Broadcom,Taiwan,APAC,Apple Watch,Semiconductor,16960,2.01,5,164.31,87,81,Q2,2024
S00917,Intel,Vietnam,APAC,iPad,Assembly,8754,4.17,58,227.61,29,75,Q1,2024
S00918,Sony,Malaysia,APAC,Apple Watch,Battery,3575,4.98,50,237.27,58,96,Q3,2024
S00919,TSMC,India,APAC,MacBook,Semiconductor,25704,2.07,33,431.18,8,78,Q2,2024
S00920,Delta Electronics,USA,North America,iPhone,Semiconductor,3994,1.89,39,336.64,76,69,Q2,2024
S00921,Delta Electronics,India,APAC,iPad,Battery,19028,1.36,43,437.7,19,87,Q2,2025
S00922,Sony,South Korea,APAC,Accessories,Logistics,8130,3.13,17,340.11,57,71,Q1,2026
S00923,NXP,Malaysia,APAC,MacBook,Display,18883,2.27,57,400.29,43,68,Q2,2025
S00924,Samsung Display,Taiwan,APAC,iPhone,Semiconductor,21423,0.72,46,266.55,26,72,Q4,2026
S00925,Texas Instruments,Taiwan,APAC,AirPods,Battery,34066,1.46,13,52.16,83,97,Q3,2025
S00926,Sony,Vietnam,APAC,Apple Watch,Logistics,40346,2.97,35,42.68,11,75,Q4,2023
S00927,NXP,China,APAC,iPhone,Display,47121,4.12,42,266.37,19,55,Q4,2025
S00928,Goertek,Japan,APAC,iPhone,Logistics,34709,3.03,53,310.68,65,84,Q3,2026
S00929,Intel,Vietnam,APAC,Accessories,Display,14543,2.77,56,367.81,7,60,Q4,2023
S00930,Foxconn,Malaysia,APAC,AirPods,Semiconductor,23886,2.38,29,353.21,12,92,Q4,2023
S00931,Pegatron,South Korea,APAC,iPad,Semiconductor,12826,4.57,50,368.87,80,62,Q3,2023
S00932,Wistron,Japan,APAC,MacBook,Camera,9792,4.18,58,172.36,4,60,Q1,2026
S00933,Wistron,India,APAC,iPhone,Assembly,39367,3.81,50,160.55,92,90,Q1,2024
S00934,AAC Technologies,China,APAC,iPad,Semiconductor,41150,3.97,54,296.43,57,75,Q3,2024
S00935,Goertek,China,APAC,MacBook,Semiconductor,18304,0.4,23,47.59,14,63,Q2,2024
S00936,NXP,Taiwan,APAC,Apple Watch,Battery,37386,3.32,21,62.11,30,78,Q3,2025
S00937,Foxconn,Vietnam,APAC,Accessories,Camera,22164,0.66,29,213.26,47,87,Q4,2026
S00938,Texas Instruments,Taiwan,APAC,MacBook,Camera,12350,2.13,11,327.9,82,98,Q2,2024
S00939,TSMC,South Korea,APAC,MacBook,Camera,18576,0.98,11,267.38,50,87,Q3,2023
S00940,AAC Technologies,South Korea,APAC,Apple Watch,Logistics,23490,1.76,5,89.64,60,83,Q3,2024
S00941,Murata,South Korea,APAC,MacBook,Camera,2539,3.7,47,352.12,4,50,Q1,2023
S00942,BOE,USA,North America,iPhone,Display,11310,3.02,13,58.31,8,73,Q3,2023
S00943,Qualcomm,China,APAC,MacBook,Logistics,13242,1.55,56,48.85,27,81,Q1,2023
S00944,Qualcomm,India,APAC,iPad,Camera,49785,0.94,33,80.3,47,80,Q4,2023
S00945,AAC Technologies,Japan,APAC,iPad,Battery,31979,3.11,43,470.39,90,97,Q3,2023
S00946,Wistron,USA,North America,MacBook,Battery,16848,4.16,34,164.36,66,93,Q4,2024
S00947,Wistron,USA,North America,Apple Watch,Camera,7411,4.16,22,160.42,71,50,Q1,2024
S00948,AAC Technologies,Japan,APAC,Accessories,Camera,44390,4.39,27,169.59,6,55,Q2,2026
S00949,Sony,China,APAC,MacBook,Camera,8211,0.3,26,240.06,18,80,Q1,2026
S00950,Sony,Taiwan,APAC,iPad,Logistics,8933,4.69,46,245.83,12,79,Q2,2025
S00951,Intel,Vietnam,APAC,AirPods,Semiconductor,9346,1.78,58,52.2,29,82,Q3,2025
S00952,Qualcomm,Vietnam,APAC,MacBook,Assembly,35493,1.82,6,325.54,44,67,Q1,2023
S00953,LG Innotek,South Korea,APAC,Apple Watch,Semiconductor,19690,1.03,22,197.78,37,82,Q3,2025
S00954,NXP,South Korea,APAC,Apple Watch,Camera,33698,1.06,15,414.91,82,53,Q2,2023
S00955,Broadcom,Taiwan,APAC,iPhone,Logistics,30793,4.02,26,116.91,6,91,Q1,2025
S00956,Goertek,USA,North America,AirPods,Camera,28832,0.17,20,434.48,39,77,Q1,2024
S00957,Delta Electronics,India,APAC,MacBook,Logistics,42183,1.18,59,244.38,58,94,Q4,2024
S00958,BOE,USA,North America,Accessories,Logistics,7559,4.14,9,384.21,96,59,Q3,2023
S00959,Texas Instruments,South Korea,APAC,iPhone,Battery,13070,1.93,11,226.5,3,68,Q4,2024
S00960,Intel,Malaysia,APAC,MacBook,Battery,36163,1.3,39,35.06,38,62,Q3,2023
S00961,Intel,South Korea,APAC,Apple Watch,Semiconductor,33092,2.47,12,142.6,84,96,Q1,2023
S00962,AAC Technologies,Japan,APAC,MacBook,Display,23403,0.14,7,44.87,87,65,Q1,2026
S00963,Pegatron,Malaysia,APAC,MacBook,Assembly,39220,4.97,13,283.36,77,56,Q2,2026
S00964,TSMC,Malaysia,APAC,AirPods,Camera,3062,3.91,38,100.79,24,98,Q3,2024
S00965,Sony,Vietnam,APAC,Apple Watch,Logistics,15308,2.31,14,473.53,72,98,Q1,2026
S00966,TSMC,South Korea,APAC,Accessories,Assembly,37824,4.69,29,72.2,26,95,Q1,2024
S00967,Qualcomm,India,APAC,iPhone,Camera,31063,3.43,40,185.49,43,55,Q1,2026
S00968,AAC Technologies,South Korea,APAC,Apple Watch,Assembly,15318,3.67,29,79.85,13,92,Q3,2024
S00969,Sony,Malaysia,APAC,iPad,Camera,28281,3.39,32,324.49,27,81,Q2,2024
S00970,NXP,Japan,APAC,AirPods,Assembly,21590,2.13,36,21.76,97,53,Q4,2026
S00971,Wistron,Taiwan,APAC,AirPods,Assembly,18197,4.94,52,478.79,8,55,Q2,2026
S00972,Wistron,Malaysia,APAC,AirPods,Camera,15287,4.82,43,202.64,13,54,Q4,2023
S00973,NXP,India,APAC,iPhone,Logistics,49664,0.35,22,400.78,66,59,Q2,2026
S00974,Pegatron,Japan,APAC,Accessories,Camera,35806,0.65,51,461.99,77,99,Q1,2026
S00975,Corning,Malaysia,APAC,iPad,Camera,35552,3.27,23,496.33,53,75,Q1,2023
S00976,Foxconn,China,APAC,iPad,Assembly,40661,4.81,49,120.08,65,92,Q3,2024
S00977,Qualcomm,USA,North America,MacBook,Battery,44894,3.1,58,105.44,76,77,Q3,2026
S00978,Luxshare,Malaysia,APAC,MacBook,Semiconductor,43939,2.93,23,265.72,52,98,Q1,2025
S00979,LG Innotek,Japan,APAC,iPhone,Logistics,15745,4.46,39,235.23,38,62,Q2,2024
S00980,Qualcomm,India,APAC,Accessories,Battery,16997,2.65,58,39.0,28,97,Q1,2023
S00981,Intel,USA,North America,Apple Watch,Semiconductor,21923,4.97,12,87.78,86,70,Q3,2023
S00982,Luxshare,USA,North America,MacBook,Camera,3841,4.54,29,210.45,6,72,Q4,2025
S00983,BOE,USA,North America,Accessories,Camera,18010,3.38,47,353.36,96,79,Q1,2026
S00984,LG Innotek,Malaysia,APAC,Accessories,Battery,23092,3.01,27,129.46,21,88,Q4,2024
S00985,Jabil,South Korea,APAC,MacBook,Camera,22398,1.64,48,112.95,47,89,Q3,2023
S00986,Sony,Taiwan,APAC,iPhone,Battery,38298,1.84,54,31.22,91,55,Q3,2024
S00987,Murata,India,APAC,iPad,Semiconductor,43330,3.51,49,212.08,21,75,Q4,2026
S00988,Murata,Malaysia,APAC,MacBook,Display,29967,3.09,17,225.86,20,86,Q3,2023
S00989,Samsung Display,South Korea,APAC,Apple Watch,Assembly,13021,2.15,21,350.07,66,74,Q1,2023
S00990,Sony,Taiwan,APAC,MacBook,Camera,43481,2.14,15,149.96,38,55,Q1,2024
S00991,Murata,India,APAC,iPhone,Battery,23444,1.66,6,471.32,99,82,Q3,2024
S00992,Jabil,China,APAC,Accessories,Logistics,29311,0.25,53,187.21,88,94,Q1,2024
S00993,Sony,USA,North America,Accessories,Logistics,23499,1.45,53,432.22,98,74,Q1,2024
